(customerName),(productName),(productLine),(orderDate),(orderMonth),(orderYear),(orderQuarter),(dollar_sales)
"Technics Stores Inc.","1928 British Royal Navy Airplane","Planes","2003-10-28 00:00:00","10","2003","4",4,557
"Technics Stores Inc.","1960 BSA Gold Star DBD34","Motorcycles","2003-10-28 00:00:00","10","2003","4",2,098
"Technics Stores Inc.","Corsair F4U ( Bird Cage)","Planes","2003-10-28 00:00:00","10","2003","4",1,548
"Technics Stores Inc.","1900s Vintage Tri-Plane","Planes","2003-10-28 00:00:00","10","2003","4",3,269
"Technics Stores Inc.","1997 BMW F650 ST","Motorcycles","2003-10-28 00:00:00","10","2003","4",2,517
"Technics Stores Inc.","1928 Ford Phaeton Deluxe","Vintage Cars","2003-10-28 00:00:00","10","2003","4",1,791
"Technics Stores Inc.","1930 Buick Marquette Phaeton","Vintage Cars","2003-10-28 00:00:00","10","2003","4",1,906
"Technics Stores Inc.","American Airlines: B767-300","Planes","2003-10-28 00:00:00","10","2003","4",2,558
"Technics Stores Inc.","America West Airlines B757-200","Planes","2003-10-28 00:00:00","10","2003","4",2,720
"Technics Stores Inc.","ATA: B757-300","Planes","2003-10-28 00:00:00","10","2003","4",3,417
"Technics Stores Inc.","F/A 18 Hornet 1/72","Planes","2003-10-28 00:00:00","10","2003","4",3,456
"Technics Stores Inc.","American Airlines: MD-11S","Planes","2003-10-28 00:00:00","10","2003","4",2,627
"Anna's Decorations, Ltd","1968 Ford Mustang","Classic Cars","2003-11-04 00:00:00","11","2003","4",4,903
"Anna's Decorations, Ltd","2002 Suzuki XREO","Motorcycles","2003-11-04 00:00:00","11","2003","4",4,428
"Anna's Decorations, Ltd","1970 Plymouth Hemi Cuda","Classic Cars","2003-11-04 00:00:00","11","2003","4",2,586
"Anna's Decorations, Ltd","1969 Dodge Super Bee","Classic Cars","2003-11-04 00:00:00","11","2003","4",2,084
"Anna's Decorations, Ltd","1976 Ford Gran Torino","Classic Cars","2003-11-04 00:00:00","11","2003","4",4,921
"Anna's Decorations, Ltd","1957 Vespa GS150","Motorcycles","2003-11-04 00:00:00","11","2003","4",2,008
"Anna's Decorations, Ltd","1957 Corvette Convertible","Classic Cars","2003-11-04 00:00:00","11","2003","4",3,977
"Anna's Decorations, Ltd","1982 Ducati 900 Monster","Motorcycles","2003-11-04 00:00:00","11","2003","4",2,527
"Anna's Decorations, Ltd","1971 Alpine Renault 1600s","Classic Cars","2003-11-04 00:00:00","11","2003","4",1,811
"Anna's Decorations, Ltd","1961 Chevrolet Impala","Classic Cars","2003-11-04 00:00:00","11","2003","4",1,863
"Anna's Decorations, Ltd","1982 Ducati 996 R","Motorcycles","2003-11-04 00:00:00","11","2003","4",962
"Anna's Decorations, Ltd","1974 Ducati 350 Mk3 Desmo","Motorcycles","2003-11-04 00:00:00","11","2003","4",2,845
"Anna's Decorations, Ltd","2002 Yamaha YZR M1","Motorcycles","2003-11-04 00:00:00","11","2003","4",3,632
"Mini Auto Werke","1968 Dodge Charger","Classic Cars","2003-11-04 00:00:00","11","2003","4",5,465
"Mini Auto Werke","1969 Dodge Charger","Classic Cars","2003-11-04 00:00:00","11","2003","4",3,824
"Mini Auto Werke","1948 Porsche 356-A Roadster","Classic Cars","2003-11-04 00:00:00","11","2003","4",1,401
"Mini Auto Werke","1956 Porsche 356A Coupe","Classic Cars","2003-11-04 00:00:00","11","2003","4",4,440
"QuÃƒÂ©bec Home Shopping Network","1993 Mazda RX-7","Classic Cars","2003-11-05 00:00:00","11","2003","4",4,706
"QuÃƒÂ©bec Home Shopping Network","1995 Honda Civic","Classic Cars","2003-11-05 00:00:00","11","2003","4",4,481
"QuÃƒÂ©bec Home Shopping Network","1992 Ferrari 360 Spider red","Classic Cars","2003-11-05 00:00:00","11","2003","4",6,472
"QuÃƒÂ©bec Home Shopping Network","1982 Lamborghini Diablo","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,251
"Gift Depot Inc.","1965 Aston Martin DB5","Classic Cars","2003-11-05 00:00:00","11","2003","4",4,599
"Gift Depot Inc.","1999 Indy 500 Monte Carlo SS","Classic Cars","2003-11-05 00:00:00","11","2003","4",4,582
"Gift Depot Inc.","1948 Porsche Type 356 Roadster","Classic Cars","2003-11-05 00:00:00","11","2003","4",6,714
"Gift Depot Inc.","1970 Chevy Chevelle SS 454","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,952
"Gift Depot Inc.","1966 Shelby Cobra 427 S/C","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,471
"Gift Depot Inc.","1949 Jaguar XK 120","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,759
"Gift Depot Inc.","1969 Chevrolet Camaro Z28","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,870
"Gift Depot Inc.","2002 Chevy Corvette","Classic Cars","2003-11-05 00:00:00","11","2003","4",1,932
"Rovelli Gifts","1937 Lincoln Berline","Vintage Cars","2003-11-05 00:00:00","11","2003","4",4,374
"Rovelli Gifts","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2003-11-05 00:00:00","11","2003","4",2,484
"Rovelli Gifts","1917 Grand Touring Sedan","Vintage Cars","2003-11-05 00:00:00","11","2003","4",4,039
"Rovelli Gifts","1911 Ford Town Car","Vintage Cars","2003-11-05 00:00:00","11","2003","4",1,432
"Rovelli Gifts","1932 Model A Ford J-Coupe","Vintage Cars","2003-11-05 00:00:00","11","2003","4",3,941
"Rovelli Gifts","1928 Mercedes-Benz SSK","Vintage Cars","2003-11-05 00:00:00","11","2003","4",3,081
"Rovelli Gifts","1934 Ford V8 Coupe","Vintage Cars","2003-11-05 00:00:00","11","2003","4",1,592
"Rovelli Gifts","18th Century Vintage Horse Carriage","Vintage Cars","2003-11-05 00:00:00","11","2003","4",2,695
"Rovelli Gifts","1917 Maxwell Touring Car","Vintage Cars","2003-11-05 00:00:00","11","2003","4",2,618
"Rovelli Gifts","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2003-11-05 00:00:00","11","2003","4",1,624
"Rovelli Gifts","1957 Ford Thunderbird","Classic Cars","2003-11-05 00:00:00","11","2003","4",2,279
"Rovelli Gifts","1939 Chevrolet Deluxe Coupe","Vintage Cars","2003-11-05 00:00:00","11","2003","4",926
"Rovelli Gifts","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2003-11-05 00:00:00","11","2003","4",1,064
"Rovelli Gifts","1952 Citroen-15CV","Classic Cars","2003-11-05 00:00:00","11","2003","4",2,269
"Rovelli Gifts","1936 Mercedes Benz 500k Roadster","Vintage Cars","2003-11-05 00:00:00","11","2003","4",1,250
"Rovelli Gifts","1936 Chrysler Airflow","Vintage Cars","2003-11-05 00:00:00","11","2003","4",2,057
"Australian Gift Network, Co","1952 Alpine Renault 1300","Classic Cars","2003-11-06 00:00:00","11","2003","4",7,068
"Australian Gift Network, Co","1958 Setra Bus","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",4,878
"Australian Gift Network, Co","1940 Ford Pickup Truck","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",5,208
"Australian Gift Network, Co","1913 Ford Model T Speedster","Vintage Cars","2003-11-06 00:00:00","11","2003","4",4,614
"Australian Gift Network, Co","1939 Cadillac Limousine","Vintage Cars","2003-11-06 00:00:00","11","2003","4",2,169
"Stylish Desk Decors, Co.","1962 LanciaA Delta 16V","Classic Cars","2003-11-06 00:00:00","11","2003","4",3,949
"Stylish Desk Decors, Co.","1957 Chevy Pickup","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",2,835
"Stylish Desk Decors, Co.","1964 Mercedes Tour Bus","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",4,890
"Stylish Desk Decors, Co.","1926 Ford Fire Engine","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",2,442
"Stylish Desk Decors, Co.","1992 Ferrari 360 Spider red","Classic Cars","2003-11-06 00:00:00","11","2003","4",4,371
"Stylish Desk Decors, Co.","1940s Ford truck","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",4,837
"Stylish Desk Decors, Co.","1962 Volkswagen Microbus","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",3,399
"Stylish Desk Decors, Co.","1958 Chevy Corvette Limited Edition","Classic Cars","2003-11-06 00:00:00","11","2003","4",1,191
"Stylish Desk Decors, Co.","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",1,971
"Stylish Desk Decors, Co.","1954 Greyhound Scenicruiser","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",2,543
"Stylish Desk Decors, Co.","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",1,631
"Stylish Desk Decors, Co.","1982 Camaro Z28","Classic Cars","2003-11-06 00:00:00","11","2003","4",3,399
"L'ordine Souveniers","2001 Ferrari Enzo","Classic Cars","2003-11-06 00:00:00","11","2003","4",5,486
"L'ordine Souveniers","1969 Corvair Monza","Classic Cars","2003-11-06 00:00:00","11","2003","4",6,817
"L'ordine Souveniers","1969 Ford Falcon","Classic Cars","2003-11-06 00:00:00","11","2003","4",8,046
"L'ordine Souveniers","1998 Chrysler Plymouth Prowler","Classic Cars","2003-11-06 00:00:00","11","2003","4",2,783
"L'ordine Souveniers","1970 Triumph Spitfire","Classic Cars","2003-11-06 00:00:00","11","2003","4",5,067
"L'ordine Souveniers","1970 Dodge Coronet","Classic Cars","2003-11-06 00:00:00","11","2003","4",1,498
"L'ordine Souveniers","1992 Porsche Cayenne Turbo Silver","Classic Cars","2003-11-06 00:00:00","11","2003","4",2,950
"L'ordine Souveniers","1950's Chicago Surface Lines Streetcar","Trains","2003-11-06 00:00:00","11","2003","4",1,367
"L'ordine Souveniers","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2003-11-06 00:00:00","11","2003","4",2,529
"L'ordine Souveniers","1962 City of Detroit Streetcar","Trains","2003-11-06 00:00:00","11","2003","4",1,981
"CAF Imports","1903 Ford Model A","Vintage Cars","2003-11-07 00:00:00","11","2003","4",2,608
"CAF Imports","Collectable Wooden Train","Trains","2003-11-07 00:00:00","11","2003","4",2,690
"CAF Imports","1904 Buick Runabout","Vintage Cars","2003-11-07 00:00:00","11","2003","4",2,888
"CAF Imports","18th century schooner","Ships","2003-11-07 00:00:00","11","2003","4",5,776
"CAF Imports","1912 Ford Model T Delivery Wagon","Vintage Cars","2003-11-07 00:00:00","11","2003","4",3,585
"CAF Imports","The Schooner Bluenose","Ships","2003-11-07 00:00:00","11","2003","4",1,408
"CAF Imports","The Mayflower","Ships","2003-11-07 00:00:00","11","2003","4",2,416
"CAF Imports","The USS Constitution Ship","Ships","2003-11-07 00:00:00","11","2003","4",2,059
"CAF Imports","The Titanic","Ships","2003-11-07 00:00:00","11","2003","4",3,879
"CAF Imports","The Queen Mary","Ships","2003-11-07 00:00:00","11","2003","4",2,002
"CAF Imports","Pont Yacht","Ships","2003-11-07 00:00:00","11","2003","4",2,118
"Alpha Cognac","1972 Alfa Romeo GTA","Classic Cars","2003-11-08 00:00:00","11","2003","4",3,166
"Alpha Cognac","1980s Black Hawk Helicopter","Planes","2003-11-08 00:00:00","11","2003","4",5,365
"Alpha Cognac","1999 Yamaha Speed Boat","Ships","2003-11-08 00:00:00","11","2003","4",2,892
"Alpha Cognac","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2003-11-08 00:00:00","11","2003","4",5,031
"Alpha Cognac","1900s Vintage Bi-Plane","Planes","2003-11-08 00:00:00","11","2003","4",2,306
"Alpha Cognac","1937 Horch 930V Limousine","Vintage Cars","2003-11-08 00:00:00","11","2003","4",1,775
"Alpha Cognac","1940 Ford Delivery Sedan","Vintage Cars","2003-11-08 00:00:00","11","2003","4",1,444
"Alpha Cognac","Corsair F4U ( Bird Cage)","Planes","2003-11-08 00:00:00","11","2003","4",1,925
"Alpha Cognac","HMS Bounty","Ships","2003-11-08 00:00:00","11","2003","4",2,955
"Alpha Cognac","America West Airlines B757-200","Planes","2003-11-08 00:00:00","11","2003","4",2,018
"Alpha Cognac","American Airlines: MD-11S","Planes","2003-11-08 00:00:00","11","2003","4",3,065
"Alpha Cognac","Boeing X-32A JSF","Planes","2003-11-08 00:00:00","11","2003","4",1,877
"Kelly's Gift Shop","P-51-D Mustang","Planes","2003-11-11 00:00:00","11","2003","4",1,987
"Kelly's Gift Shop","1928 British Royal Navy Airplane","Planes","2003-11-11 00:00:00","11","2003","4",4,937
"Kelly's Gift Shop","1900s Vintage Tri-Plane","Planes","2003-11-11 00:00:00","11","2003","4",1,800
"Kelly's Gift Shop","1997 BMW F650 ST","Motorcycles","2003-11-11 00:00:00","11","2003","4",3,911
"Kelly's Gift Shop","1928 Ford Phaeton Deluxe","Vintage Cars","2003-11-11 00:00:00","11","2003","4",1,535
"Kelly's Gift Shop","1930 Buick Marquette Phaeton","Vintage Cars","2003-11-11 00:00:00","11","2003","4",1,469
"Kelly's Gift Shop","American Airlines: B767-300","Planes","2003-11-11 00:00:00","11","2003","4",1,744
"Kelly's Gift Shop","ATA: B757-300","Planes","2003-11-11 00:00:00","11","2003","4",2,462
"Kelly's Gift Shop","F/A 18 Hornet 1/72","Planes","2003-11-11 00:00:00","11","2003","4",3,120
"Daedalus Designs Imports","1969 Harley Davidson Ultimate Chopper","Motorcycles","2003-11-11 00:00:00","11","2003","4",2,220
"Daedalus Designs Imports","1996 Moto Guzzi 1100i","Motorcycles","2003-11-11 00:00:00","11","2003","4",4,196
"Daedalus Designs Imports","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2003-11-11 00:00:00","11","2003","4",6,749
"Daedalus Designs Imports","2002 Suzuki XREO","Motorcycles","2003-11-11 00:00:00","11","2003","4",5,242
"Daedalus Designs Imports","1936 Harley Davidson El Knucklehead","Motorcycles","2003-11-11 00:00:00","11","2003","4",1,212
"Daedalus Designs Imports","1957 Vespa GS150","Motorcycles","2003-11-11 00:00:00","11","2003","4",1,240
"Daedalus Designs Imports","1957 Corvette Convertible","Classic Cars","2003-11-11 00:00:00","11","2003","4",6,482
"Daedalus Designs Imports","1997 BMW R 1100 S","Motorcycles","2003-11-11 00:00:00","11","2003","4",4,706
"Daedalus Designs Imports","1960 BSA Gold Star DBD34","Motorcycles","2003-11-11 00:00:00","11","2003","4",1,728
"Daedalus Designs Imports","1982 Ducati 900 Monster","Motorcycles","2003-11-11 00:00:00","11","2003","4",2,133
"Daedalus Designs Imports","1961 Chevrolet Impala","Classic Cars","2003-11-11 00:00:00","11","2003","4",1,924
"Daedalus Designs Imports","1982 Ducati 996 R","Motorcycles","2003-11-11 00:00:00","11","2003","4",1,135
"Daedalus Designs Imports","1974 Ducati 350 Mk3 Desmo","Motorcycles","2003-11-11 00:00:00","11","2003","4",2,245
"Daedalus Designs Imports","2002 Yamaha YZR M1","Motorcycles","2003-11-11 00:00:00","11","2003","4",1,572
"Herkku Gifts","1968 Ford Mustang","Classic Cars","2003-11-12 00:00:00","11","2003","4",4,203
"Herkku Gifts","1968 Dodge Charger","Classic Cars","2003-11-12 00:00:00","11","2003","4",3,190
"Herkku Gifts","1970 Plymouth Hemi Cuda","Classic Cars","2003-11-12 00:00:00","11","2003","4",1,341
"Herkku Gifts","1969 Dodge Charger","Classic Cars","2003-11-12 00:00:00","11","2003","4",3,856
"Herkku Gifts","1993 Mazda RX-7","Classic Cars","2003-11-12 00:00:00","11","2003","4",5,481
"Herkku Gifts","1965 Aston Martin DB5","Classic Cars","2003-11-12 00:00:00","11","2003","4",5,226
"Herkku Gifts","1948 Porsche 356-A Roadster","Classic Cars","2003-11-12 00:00:00","11","2003","4",1,643
"Herkku Gifts","1995 Honda Civic","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,718
"Herkku Gifts","1999 Indy 500 Monte Carlo SS","Classic Cars","2003-11-12 00:00:00","11","2003","4",3,528
"Herkku Gifts","1992 Ferrari 360 Spider red","Classic Cars","2003-11-12 00:00:00","11","2003","4",6,630
"Herkku Gifts","1969 Dodge Super Bee","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,195
"Herkku Gifts","1976 Ford Gran Torino","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,652
"Herkku Gifts","1948 Porsche Type 356 Roadster","Classic Cars","2003-11-12 00:00:00","11","2003","4",5,345
"Herkku Gifts","1966 Shelby Cobra 427 S/C","Classic Cars","2003-11-12 00:00:00","11","2003","4",1,540
"Herkku Gifts","1982 Lamborghini Diablo","Classic Cars","2003-11-12 00:00:00","11","2003","4",1,215
"Herkku Gifts","1971 Alpine Renault 1600s","Classic Cars","2003-11-12 00:00:00","11","2003","4",1,253
"Herkku Gifts","1956 Porsche 356A Coupe","Classic Cars","2003-11-12 00:00:00","11","2003","4",3,054
"Mini Gifts Distributors Ltd.","1937 Lincoln Berline","Vintage Cars","2003-11-12 00:00:00","11","2003","4",2,081
"Mini Gifts Distributors Ltd.","1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","2003-11-12 00:00:00","11","2003","4",1,415
"Mini Gifts Distributors Ltd.","1917 Grand Touring Sedan","Vintage Cars","2003-11-12 00:00:00","11","2003","4",7,031
"Mini Gifts Distributors Ltd.","1911 Ford Town Car","Vintage Cars","2003-11-12 00:00:00","11","2003","4",2,071
"Mini Gifts Distributors Ltd.","1932 Model A Ford J-Coupe","Vintage Cars","2003-11-12 00:00:00","11","2003","4",2,110
"Mini Gifts Distributors Ltd.","1928 Mercedes-Benz SSK","Vintage Cars","2003-11-12 00:00:00","11","2003","4",2,835
"Mini Gifts Distributors Ltd.","1917 Maxwell Touring Car","Vintage Cars","2003-11-12 00:00:00","11","2003","4",2,848
"Mini Gifts Distributors Ltd.","1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","2003-11-12 00:00:00","11","2003","4",3,181
"Mini Gifts Distributors Ltd.","1957 Ford Thunderbird","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,697
"Mini Gifts Distributors Ltd.","1970 Chevy Chevelle SS 454","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,970
"Mini Gifts Distributors Ltd.","1939 Chevrolet Deluxe Coupe","Vintage Cars","2003-11-12 00:00:00","11","2003","4",1,243
"Mini Gifts Distributors Ltd.","1938 Cadillac V-16 Presidential Limousine","Vintage Cars","2003-11-12 00:00:00","11","2003","4",1,236
"Mini Gifts Distributors Ltd.","1949 Jaguar XK 120","Classic Cars","2003-11-12 00:00:00","11","2003","4",3,141
"Mini Gifts Distributors Ltd.","1952 Citroen-15CV","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,325
"Mini Gifts Distributors Ltd.","1969 Chevrolet Camaro Z28","Classic Cars","2003-11-12 00:00:00","11","2003","4",2,429
"Mini Gifts Distributors Ltd.","2002 Chevy Corvette","Classic Cars","2003-11-12 00:00:00","11","2003","4",4,670
"Mini Gifts Distributors Ltd.","1936 Mercedes Benz 500k Roadster","Vintage Cars","2003-11-12 00:00:00","11","2003","4",802
"Classic Gift Ideas, Inc","1952 Alpine Renault 1300","Classic Cars","2003-11-13 00:00:00","11","2003","4",4,140
"Classic Gift Ideas, Inc","1962 LanciaA Delta 16V","Classic Cars","2003-11-13 00:00:00","11","2003","4",3,558
"Classic Gift Ideas, Inc","1958 Setra Bus","Trucks and Buses","2003-11-13 00:00:00","11","2003","4",4,707
"Classic Gift Ideas, Inc","1940 Ford Pickup Truck","Trucks and Buses","2003-11-13 00:00:00","11","2003","4",2,279
"Classic Gift Ideas, Inc","1913 Ford Model T Speedster","Vintage Cars","2003-11-13 00:00:00","11","2003","4",3,374
"Classic Gift Ideas, Inc","1934 Ford V8 Coupe","Vintage Cars","2003-11-13 00:00:00","11","2003","4",1,998
"Classic Gift Ideas, Inc","18th Century Vintage Horse Carriage","Vintage Cars","2003-11-13 00:00:00","11","2003","4",1,981
"Classic Gift Ideas, Inc","1940s Ford truck","Trucks and Buses","2003-11-13 00:00:00","11","2003","4",2,492
"Classic Gift Ideas, Inc","1939 Cadillac Limousine","Vintage Cars","2003-11-13 00:00:00","11","2003","4",1,690
"Classic Gift Ideas, Inc","1936 Chrysler Airflow","Vintage Cars","2003-11-13 00:00:00","11","2003","4",3,845
"Classic Gift Ideas, Inc","1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","2003-11-13 00:00:00","11","2003","4",2,566
"Classic Gift Ideas, Inc","1982 Camaro Z28","Classic Cars","2003-11-13 00:00:00","11","2003","4",1,978
"Iberia Gift Imports, Corp.","1957 Chevy Pickup","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",3,902
"Iberia Gift Imports, Corp.","1998 Chrysler Plymouth Prowler","Classic Cars","2003-11-14 00:00:00","11","2003","4",6,703
"Iberia Gift Imports, Corp.","1964 Mercedes Tour Bus","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",5,476
"Iberia Gift Imports, Corp.","1926 Ford Fire Engine","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",2,674
"Iberia Gift Imports, Corp.","1992 Ferrari 360 Spider red","Classic Cars","2003-11-14 00:00:00","11","2003","4",4,647
"Iberia Gift Imports, Corp.","1970 Dodge Coronet","Classic Cars","2003-11-14 00:00:00","11","2003","4",1,774
"Iberia Gift Imports, Corp.","1962 Volkswagen Microbus","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",2,822
"Iberia Gift Imports, Corp.","1958 Chevy Corvette Limited Edition","Classic Cars","2003-11-14 00:00:00","11","2003","4",1,263
"Iberia Gift Imports, Corp.","1992 Porsche Cayenne Turbo Silver","Classic Cars","2003-11-14 00:00:00","11","2003","4",5,622
"Iberia Gift Imports, Corp.","1980Ã¢â‚¬â„¢s GM Manhattan Express","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",3,899
"Iberia Gift Imports, Corp.","1954 Greyhound Scenicruiser","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",1,732
"Iberia Gift Imports, Corp.","1950's Chicago Surface Lines Streetcar","Trains","2003-11-14 00:00:00","11","2003","4",2,833
"Iberia Gift Imports, Corp.","Diamond T620 Semi-Skirted Tanker","Trucks and Buses","2003-11-14 00:00:00","11","2003","4",4,167
"Mini Creations Ltd.","2001 Ferrari Enzo","Classic Cars","2003-11-14 00:00:00","11","2003","4",4,102
"Mini Creations Ltd.","1969 Corvair Monza","Classic Cars","2003-11-14 00:00:00","11","2003","4",4,836
"Mini Creations Ltd.","1969 Ford Falcon","Classic Cars","2003-11-14 00:00:00","11","2003","4",6,324
"Mini Creations Ltd.","1903 Ford Model A","Vintage Cars","2003-11-14 00:00:00","11","2003","4",3,480
"Mini Creations Ltd.","Collectable Wooden Train","Trains","2003-11-14 00:00:00","11","2003","4",4,645
"Mini Creations Ltd.","1970 Triumph Spitfire","Classic Cars","2003-11-14 00:00:00","11","2003","4",4,985
"Mini Creations Ltd.","1904 Buick Runabout","Vintage Cars","2003-11-14 00:00:00","11","2003","4",4,125
"Mini Creations Ltd.","18th century schooner","Ships","2003-11-14 00:00:00","11","2003","4",3,171
"Mini Creations Ltd.","1912 Ford Model T Delivery Wagon","Vintage Cars","2003-11-14 00:00:00","11","2003","4",2,746
"Mini Creations Ltd.","1962 City of Detroit Streetcar","Trains","2003-11-14 00:00:00","11","2003","4",937
"Mini Creations Ltd.","The Schooner Bluenose","Ships","2003-11-14 00:00:00","11","2003","4",1,358
"Mini Creations Ltd.","The Mayflower","Ships","2003-11-14 00:00:00","11","2003","4",2,390
"Mini Creations Ltd.","The USS Constitution Ship","Ships","2003-11-14 00:00:00","11","2003","4",2,396
"Mini Creations Ltd.","The Titanic","Ships","2003-11-14 00:00:00","11","2003","4",3,669
"Mini Creations Ltd.","The Queen Mary","Ships","2003-11-14 00:00:00","11","2003","4",2,054
"Mini Creations Ltd.","Pont Yacht","Ships","2003-11-14 00:00:00","11","2003","4",1,330
"Double Decker Gift Stores, Ltd","1972 Alfa Romeo GTA","Classic Cars","2003-11-14 00:00:00","11","2003","4",2,829
"Double Decker Gift Stores, Ltd","1980s Black Hawk Helicopter","Planes","2003-11-14 00:00:00","11","2003","4",4,390
"Double Decker Gift Stores, Ltd","1999 Yamaha Speed Boat","Ships","2003-11-14 00:00:00","11","2003","4",2,340
"Double Decker Gift Stores, Ltd","1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","2003-11-14 00:00:00","11","2003","4",4,529
"Double Decker Gift Stores, Ltd","1900s Vintage Bi-Plane","Planes","2003-11-14 00:00:00","11","2003","4",1,326
"Double Decker Gift Stores, Ltd","1937 Horch 930V Limousine","Vintage Cars","2003-11-14 00:00:00","11","2003","4",1,256
"Double Decker Gift Stores, Ltd","1940 Ford Delivery Sedan","Vintage Cars","2003-11-14 00:00:00","11","2003","4",2,476
"Double Decker Gift Stores, Ltd","HMS Bounty","Ships","2003-11-14 00:00:00","11","2003","4",1,933
"Double Decker Gift Stores, Ltd","Boeing X-32A JSF","Planes","2003-11-14 00:00:00","11","2003","4",1,196
"King Kong Collectables, Co.","P-51-D Mustang","Planes","2003-11-15 00:00:00","11","2003","4",3,155
"King Kong Collectables, Co.","1928 British Royal Navy Airplane","Planes","2003-11-15 00:00:00","11","2003","4",4,429
"King Kong Collectables, Co.","Corsair F4U ( Bird Cage)","Planes","2003-11-15 00:00:00","11","2003","4",2,406
"King Kong Collectables, Co.","1900s Vintage Tri-Plane","Planes","2003-11-15 00:00:00","11","2003","4",2,128
"King Kong Collectables, Co.","1928 Ford Phaeton Deluxe","Vintage Cars","2003-11-15 00:00:00","11","2003","4",1,898
"King Kong Collectables, Co.","1930 Buick Marquette Phaeton","Vintage Cars","2003-11-15 00:00:00","11","2003","4",1,628
"King Kong Collectables, Co.","American Airlines: B767-300","Planes","2003-11-15 00:00:00","11","2003","4",2,888
"King Kong Collectables, Co.","America West Airlines B757-200","Planes","2003-11-15 00:00:00","11","2003","4",4,212
"King Kong Collectables, Co.","F/A 18 Hornet 1/72","Planes","2003-11-15 00:00:00","11","2003","4",2,448
"King Kong Collectables, Co.","American Airlines: MD-11S","Planes","2003-11-15 00:00:00","11","2003","4",3,095
"Herkku Gifts","1969 Harley Davidson Ultimate Chopper","Motorcycles","2003-11-18 00:00:00","11","2003","4",4,594
"Herkku Gifts","1996 Moto Guzzi 1100i","Motorcycles","2003-11-18 00:00:00","11","2003","4",4,248
"Herkku Gifts","2003 Harley-Davidson Eagle Drag Bike","Motorcycles","2003-11-18 00:00:00","11","2003","4",8,192
"Herkku Gifts","1936 Harley Davidson El Knucklehead","Motorcycles","2003-11-18 00:00:00","11","2003","4",1,667
"Herkku Gifts","1997 BMW R 1100 S","Motorcycles","2003-11-18 00:00:00","11","2003","4",2,395
"Herkku Gifts","1960 BSA Gold Star DBD34","Motorcycles","2003-11-18 00:00:00","11","2003","4",2,468
"Herkku Gifts","1997 BMW F650 ST","Motorcycles","2003-11-18 00:00:00","11","2003","4",3,604
"Herkku Gifts","ATA: B757-300","Planes","2003-11-18 00:00:00","11","2003","4",2,787
"Toys4GrownUps.com","2002 Suzuki XREO","Motorcycles","2003-11-18 00:00:00","11","2003","4",3,880
"Euro+ Shopping Channel","1982 Ducati 900 Monster","Motorcycles","2003-11-19 00:00:00","11","2003","4",2,473
"Euro+ Shopping Channel","1982 Ducati 996 R","Motorcycles","2003-11-19 00:00:00","11","2003","4",1,777
"Euro+ Shopping Channel","1974 Ducati 350 Mk3 Desmo","Motorcycles","2003-11-19 00:00:00","11","2003","4",3,772
"Euro+ Shopping Channel","2002 Yamaha YZR M1","Motorcycles","2003-11-19 00:00:00","11","2003","4",2,701
"Toms SpezialitÃƒÂ¤ten, Ltd","1968 Ford Mustang","Classic Cars","2003-11-20 00:00:00","11","2003","4",3,269
